Mobile,Rating,Date,Review
vivo v7,5,26-Jul-18,"Mobile features are average,

Battery, Holding, design, usage is fine and very nice even i say its very light in weight
but regarding camera its not worth to buy, picture quality is not good in night,
no rear dual camera, front camera is also not as per expectation.

Rest is up to you, if you want to buy.

Better to go with MI Phones"
vivo v7,4,23-Jun-18,"Review after a Month's use
Indeed a Camera and Music phone.. Value for money.. Battery back up is Great.. Charging is super fast.. No heating issue till now.. I didn't like the Position of audio jack. Overall for me it was not a bad deal at all as I got it at a very good offer price..??"
vivo v7,5,21-Jun-18,Such a killer product. Looks premium. Good grip. Best camera in its class. Has the interface of iPhone. Battery lasts longer than other ones in its competitors.
vivo v7,4,01-Jul-18,"Sometimes it lags too much
No android update
Slow processing speed
Takes too much time to click potrait images
Front flash is very bad
Blurry image even with front flash on"
vivo v7,5,06-Aug-18,"A phone with near to perfection. Fully satisfied. Earlier had vivo v3. So it had made me a die hard fan of brand vivo.
Guys you will never regret after buying this from Amazon and using vivo as brand."
vivo v7,5,04-Oct-18,Nice product and good quality. Working very well and good quality pictures and very fast
vivo v7,5,11-Jun-18,In it's Range best choice
vivo v7,4,11-Sep-18,Looking awesome and its easy to use especially camera was good and not worth for head phones and chargers
vivo v7,4,28-Feb-18,Nce phone camera is quality is good
vivo v7,3,18-Jun-18,Picture quality very low as compared v5 I used that. I was thinking the picture quality would be more clear than V5 but very bad quality I assumed that. Night selfie also very very bad.
vivo v7,4,12-Jun-18,"pThe Phone is really good. Sound, Camera, Battery backup all is good and the phone is running smoothly with no lagging issues. And Amazon delivary security is good."
vivo v7,5,07-Nov-18,Loved this product but my ego is not. Though the product is super good but still it's made in China ??
vivo v7,5,03-Nov-18,"The look is amazing with worth for money product, camera is really good amd processor is also good"
vivo v7,5,15-Nov-18,Awesome phone but there should be user friendly settings in the phone..This is missing in phone that's why I used to face many problems... Although it's a nice device
vivo v7,5,28-Aug-18,Good unit so far. Bought the phone in Apr 2018. Features are good andperformance is good too......
vivo v7,5,21-Jun-18,It's ok .. could do better in this money with some other phone
vivo v7,5,14-Dec-18,good
vivo v7,5,08-Jul-18,Awesome product. . . perfect delivery. . . worth for money. . . everything was perfect . . . .
vivo v7,4,15-Jun-18,"Nice phone. Satisfied my expectations. Bought this after used Samsung, having dynamic display with attractive icons. Worth to purchase."
vivo v7,2,29-May-18,Phone good but battery backup is 3rd class. When I use phone Battery drain 1% in every 1-2 minute. I'm not satisfied with this vivo v7 mobile phone.
vivo v7,1,03-Jun-18,Don't go for it. The main camera is like vga camera. Waste of money..
vivo v7,4,18-Nov-18,Picture quality is excellent
vivo v7,4,23-Aug-18,"It's is one of the best smartphone in this price range.
Satisfied with this purchase."
vivo v7,3,22-May-18,average
vivo v7,5,27-Dec-18,good one
vivo v7,5,03-Aug-18,"It's awesome n cool product, I would recommend everyone can go ahead for purchase."
vivo v7,4,08-Nov-18,Only size matter else all is good
vivo v7,5,25-Apr-18,Awesome mobile in best price... camera selfie is clear and good settings... back up is no tension…
vivo v7,2,07-Jul-18,Not a good mobile don't buy this product not really worth the money and this mobile has no update at all
vivo v7,5,30-Jul-18,Nice phone. working seamless from couple of months.
vivo v7,5,23-Dec-18,value for money
vivo v7,4,08-Dec-18,"Slim lightweight phone,battery life is also good.touch is also very good"
vivo v7,3,01-Aug-18,Bokeh mode is not Good in compare to Redmi phones.
vivo v7,5,26-Oct-18,"Nice Smartphone,
Best Selfie Camera
UI very Friendly
Very Light Weight & Slim"
vivo v7,4,06-Dec-18,great phone
vivo v7,4,21-Jun-18,Vivo V7 phone is very good and camera quality is very good also battery backup is very good…
vivo v7,5,07-Nov-18,best price
vivo v7,5,22-Jun-18,excellent gadget
vivo v7,1,13-May-18,Had issues with phone network connection. Got it replaced at gallery
vivo v7,5,17-Dec-18,good
vivo v7,4,14-Feb-18,very nice
vivo v7,4,16-Oct-18,I like this mobile totally but I would dislike volume performance
vivo v7,3,29-Jun-18,Keypad not compact.touch also not good.
vivo v7,5,07-Oct-18,good phone
vivo v7,5,13-Jul-18,"its marvellous phone working good,, delivery fast,, thanks amazone"
vivo v7,5,21-Mar-18,phone is just awesome
vivo v7,5,16-Apr-18,nice product…..
vivo v7,4,19-May-18,Good phone. But battery capacity can't make better. Price is camaratevely high.
vivo v7,1,14-Oct-18,"LESS THAN 7 MONTHS AFTER BUYING THE PHONE, IT HAS STARTED GIVING NETWORK ISSUES"
vivo v7,4,01-Mar-18,ok
vivo v7,5,03-Jan-19,"Very good Mobile with Best picture quality , battery Life and much more"
vivo v7,5,20-Jul-18,killer
vivo v7,5,14-Mar-18,very good phone
vivo v7,3,10-Jul-18,"Working condition of earphones very poor
Network not properly working"
vivo v7,5,20-Dec-18,Vivo becoming the best smartphone with lot of features
vivo v7,5,31-Aug-18,very good
vivo v7,5,19-Jul-18,awesome phone
vivo v7,4,02-Sep-18,Overall good phone but more pricey…
vivo v7,4,24-Jun-18,This mobile has awesome Camera and Speakers.But the storage room is less.
vivo v7,5,31-Jan-18,nice product
vivo v7,5,18-Feb-18,excellent mobile
vivo v7,5,15-Feb-18,I like the product
vivo v7,1,09-Feb-18,Don't invest your money in this device
vivo v7,1,23-Dec-18,Who would but this. Total Waste.
vivo v7,1,28-May-18,Don't buy ...my phone got faulty after 15 days can't even return it.
vivo v7,1,16-Apr-18,worst experience i am so apcet
vivo v7,1,28-Mar-18,bad deal
vivo v7,1,19-Apr-18,Can't use without bake case. Rear camera lenses damage when using without bake case r bouch. And apps r not move to SD card all apps store in mobile storage.
vivo v7,1,27-Apr-18,"NEW BY VIVO PRODUCT, IT HANGS AND NOT WORKING AFTER JUST EXPIRING OF WARRANTY PERIOD. CAMERA IS RUBBISH, PHONE IS TOTALLY RUBBISH"
vivo v7,1,15-May-18,do not purchase
vivo v7,1,19-Mar-18,"Wrost phone by vivo this range, phone's price should be maximum 10000"
vivo v7,1,17-Jan-18,Don’t buy because 283 pixel density display will be bad
vivo v7,1,28-Mar-18,Item does not fulfill my demand. Please return.
vivo v7,4,22-Mar-18,"Good phone, no problem seen yet.
I like it."
vivo v7,4,26-Apr-18,"Good phone, no problem seen yet.
I like it."
vivo v7,5,12-Feb-18,Good mobile
vivo v7,5,15-Mar-18,"Nice Product, Thanks to Amazon for fast Delivery.
Now about product I just received today but believe very nice camera and operating system, great phone for selfie lovers and take pictures even in low light very well, full scree also provides much better view, light weight and fit in hands very well."
vivo v7,5,25-Jan-18,mobile is good and best signal receiving capacity( 2 times better than any other brands regarding signals).
vivo v7,4,05-Feb-18,"Vivo v7 , using this handSet from last 1 month , i bought it from offline store in 15 thousand . Phone is very well working . This is best phone under 15 thousand .
I don't know about gaming performance because am not a kid so never play games on mobile . Day to day uses are working butter smooth on this phone , great camera"
vivo v7,4,22-Dec-18,All are good
vivo v7,5,07-Dec-18,"Excellent product... Great camera output, battery life.. smooth multi tasking without any lags"
vivo v7,3,09-Sep-18,"By look it's okey, but according to the specifications it's price is little high in comparison of other mobile available, i realized this after purchasing this phon."
vivo v7,4,16-Jun-18,Expecting 64GB rom and above in this price
vivo v7,4,12-Aug-18,Handling this phone felt so smooth and looks are awesome
vivo v7,4,09-Oct-18,Good Mobile from vivo
vivo v7,4,27-Jun-18,Hanging problem and touch also work slowly…
vivo v7,2,06-Jan-18,"please read this before you buy.
it has a snapdragon 450 soc which you can get for a redmi 5 of 8000RS.
it has an HD not FullHD display which compared to other devices in the price is a shame .also you won't be getting regular software update."
vivo v7,1,19-Feb-18,Don't invest your money in this device
vivo v7,5,08-Jan-18,"Camera is aweasome, build quality is also fine, but one this can make this phone better, that should be in metal body.."
vivo v7,3,20-Jan-18,The discount is incorrect. Vivo V7 is sold in the same price in shops and that is without discount. 16990 is without discount. The phone quality is amazing no doubt.
vivo v7,4,13-Jan-18,"Camera Quality is too gud however screen size is not exact 5.7""it's less than 5.7"""
vivo v7,1,19-Jan-18,Outdated processor just make people full.....
vivo v7,5,21-Jan-18,"Awesome phone in this range....
Camera are to good.
Processor and other things are better than other smart phone..
If you are looking for good mid range smart phone than go for it…"
vivo v7,2,07-Jan-18,"Snapdragon 450, thats too low for this budget .Dont buy vivo or oppo phones"
vivo v7,3,02-Jan-18,Average product
vivo v7,1,26-Jan-18,They mentioned no cost emi but they charging interest
vivo v7,4,14-Apr-18,Vivo v7 is a great phone it's camera clarity is also great
vivo v7,1,23-Mar-18,"Earlier I was using Vivo v3 max ND was satisfied by the phone so went with vivo v7 but this phone didn't met my expectations. Regretting to buy
"
vivo v7,1,23-Feb-18,Phone is so hang up
vivo v7,1,05-May-18,"Vivo v7 mobile faltu he.... Camera quality very Bad.. And amazon side se koi bhi chiz purchase mat Karo koi customer ki need ko nahi samaj ta
I have no setisfide this product"
vivo v7,5,11-Jan-18,good
vivo v7,3,16-Jul-18,good
vivo v7,1,14-Jan-18,"Faltu phone hai aise bhi phone market me kaise
Chal Kate hai smaj bhi aata"
vivo v7,3,09-Feb-18,"If we talk about camera or display then phone is pretty good but overall performance is not good as my except in 16k, some other phone like honor 7x, moto g5s plus is much better in range of 13k to 15k"
vivo v7,1,23-Apr-18,"Purely wastage of money.... Shame to Vivo for the cheapest quality phone .... Performance of front camera (24 Mega pixel) is only for advertising... F*****P Vivo
Don't go for this mobile"
vivo v7,1,25-Jan-18,Money waste due to camera not good for selfyyy
vivo v7,5,13-Apr-18,I bought this phone back in December 2017. So far there are no complaints. I would say this phone will fall under reasonable budget. Thank you VIVO for providing such a nice phone at this price.
vivo v7,2,03-Feb-18,"Rare camera is poor

Advice not to purchase the product.."
vivo v7,5,10-Jan-18,Awesome product ??thank you amazon
vivo v7,1,30-Jan-18,"Product is good but it's screen Size is lower than what we get in market .
No cover Avilable"
vivo v7,1,18-Feb-18,waste of camera
vivo v7,1,28-Feb-18,After few days of purchase it's become very slow.pls don't buy this phone.. waste of money
vivo v7,1,25-Mar-18,"Bettery is very low
Bad courrier service"
vivo v7,2,18-Mar-18,Poor Canara quality
vivo v7,4,25-Feb-18,good phone for the value but camera is not that great as mentioned in the description. there is practically no zoom if you zoom it the image gets blurred or distorted. performance is good . music/sound quality is good.
vivo v7,5,22-Feb-18,Amazing phone with reasonable price. Speed of phone is excellent. Camera quality is superb... with long lasting battery backup.
vivo v7,5,26-Jan-18,very good phone.. worth..
vivo v7,3,12-Feb-18,"Third party app lock not supporting in vivo v7, even inbuilt lock system don't supporting…"
vivo v7,1,31-Jan-18,poor managament
vivo v7,1,25-Apr-18,"When I have selected payment in EMI mode of 9 months why it not converted please tell me, other wise I need to return this product, I cannot pay whole amount in one time"
vivo v7,1,15-Jan-18,Product is awesome but offers ( 100gb data - vodafone) is fake
vivo v7,1,04-Feb-18,Good product but accessories color should be same as phone color
vivo v7,4,10-Jan-18,"Very good product
N good service"
vivo v7,5,07-Feb-18,Good mobile in under 20K
vivo v7,3,15-Feb-18,It's good I'm happy with this phone.
vivo v7,1,26-Apr-18,"Head phone Jack not connecting..
Not able to pick up the call after swiping..
Very bad experience just after one month..
Unfortunately., purchased V9 also..
I am not sure about the fate with V 9..
Why we have to spend that much money on these phones??
Not reliable..."
vivo v7,1,13-Apr-18,Bad. Phone don't buy this.
vivo v7,5,23-Aug-18," bought this mobile 5months back,the problem is with charging, adaptor is OK but the USB data cable with it is just showing charging symbol in mobile but not charging a single point, this problem occurred from past 1 month and no other charger or USB cables r supporting to charge,some what am managing with one of my friend's vivo v5 charger,pls find out a solution- amazon r vivo authorized service centers as the mobile is still in warranty, tried contacting service centers but lacks response.other then this mobile is superb more then what I expected, thanx"
vivo v7,5,26-Jan-18,nice phone
vivo v7,1,20-Jan-18,wrost product total waist of money
vivo v7,5,05-Feb-18,Very nice product.... Got it at the best least price
vivo v7,5,13-Mar-18,"I really satisfied with this phone. the feature which I am looking for is in this phone.
In this good price with complete feature availability :)
Good decision to buy this phone.... :) :) :)"
vivo v7,5,18-Feb-18,"Product received before agreed timelines and the product is as good as shown in images and received in good conditions...
Vivo 7, is super and owesome device and once should have it....econamic with all features....."
vivo v7,4,16-May-18,"Its a big sleek good looking phone. It has a wide big screen and a powerful processor. Compatible with most apps. Has the latest android version.
The cameras are excellent, especially the front one.
It's a sturdy phone so it won't break so easily.
Awesome for clicking photos and recording videos.
And to top it all, it comes with a pretty decent price."
vivo v7,2,15-Feb-18,Somehow phone is not working properly. Its very slow and not supporting chorme version also. And when started using immediately two times software got updated but its useless.
vivo v7,1,29-Mar-18,"Camera quality is not good and battery back up is very poor picture quality also not good and we can not move apps to SD card, for this cost better we can go for redmi…"
vivo v7,1,17-Jan-18,Not as expected.... Better option go for MI A1 or honor 9 lite.....
vivo v7,4,23-May-18,Nice n good-looking front camera is also very good
vivo v7,4,23-Jan-18,Product is good & camera quailty is also good.I got my product before estimate date.Thank u Amazon.
vivo v7,4,11-Feb-18,I ordered vivo v7. After two days phone is delivered phone is good camera is also good only one problem video call can't be directly either it is through deo or jio 4g voice.
vivo v7,1,13-Feb-18,camera is worst.. it never have the quality of 24 MP. zoom image do not have clear view. let me attach a photo i clicked..never like it..
vivo v7,4,12-Feb-18,phone is light weight & good but battery back is ok
vivo v7,5,10-Mar-18,Anyone searching for a great performance and camera phone then go for vivo v7 really satisfied with the device it's really good I loved it thank you amazon for the phone just a fill in please improve the delivery agent hospitality they're not that kind but I believe you guys can get much better...
vivo v7,5,27-Jan-18,"Very nice phone,
Front cam is not Good."
vivo v7,2,23-Feb-18,"Not Happy this time, Bcoz this is my 2nd purchase of V7, I got very nice earphone on Ist puchase but this time the earphone is very cheap, worst sound, bad quality, not fitted in ears. Can it will change from service center. Plz suggest. I have uploaded both earphone's pic. Red one is ist time puchase & 2nd one is this time."
vivo v7,1,25-May-18,"Very very bad experience. I have purchased INR 17,000 mobile phone thinking that VIVO company is excellent but to my expectations this was the worst experience in my online purchasing with AMAZON. From the first day there were hearing issues & heating problems in VIVO V7. I think the company is making fool to people. Even below INR 10,000 phones are much better than this VIVO V7 phone.
WORST EXPERIENCE.
VIVO COMPANY SHOULD RE-THINK ITS STRATEGY."
vivo v7,2,05-Feb-18,"lot of hanging problem it is about 1 month ago to buy this set after installing 4 to 5 apps like makemytrip, instagram , facebook. Now am facing these kind of issues in handset.Camera is Ok .Battery is also fine but i don't think that this handset has 4 GB Ram."
vivo v7,2,21-May-18,"This is all about making user's fool....vivo having 16rear and 24MP FRONT CAMERA but this is all about how vivo.making us fool....cause there have nothing to proof any camera pixal ..but yes I do have...I have Samsung S4 which having 13MP camera which picture size comes 5to6 MB each photo and here with 24mp it's having high quality picture size which is 2to3mb size....now you can see that what type of camera vivo is giving ....one more thing...
They are selling product with 4gb RAM but for you only 1.86gb available which is equal to any 3gb RAM PHONE....
SO my Moto only to update you with the feature which will not updated. By any app or software....
There have few parameters for check the camera pixals.8MP will produce 2 -3 MB pic size .
12MP will produce 3-4MB
16MP camera's pic size will be 4-5mb
And 20-24 MP camera's pic size will be 6mb minimum...n that image will not blur after zooming up...."
vivo v7,1,09-Jan-18,10days k bad phone automatically band ho Gaya aur power on Nahi ho Raha ab service center Jana padega
vivo v7,5,23-Jan-18,I simply love this????
vivo v7,3,27-Dec-18,"Display not good if u want to watch videos on YouTube or online the display not good

Not suggest to go for this

24 front camera waste one"
vivo v7,1,03-Mar-18,"Very poor battery backup ,2 to 3 time mobile charge in one day"
vivo v7,5,18-Jan-18,Nice phone with all features
vivo v7,5,26-Jan-18,Good Phone :)
vivo v7,5,12-Feb-18,Vivo v7 is very nice option
vivo v7,5,24-Jan-18,Good Service & Product..
vivo v7,5,30-Jan-18,Worth your money !!!!
vivo v7,2,17-May-18,Camera quality is too poor.
vivo v7,4,24-Jan-18,Good
vivo v7,5,29-Jan-18,good
vivo v7,4,10-Oct-18,Best camera quality.
vivo v7,4,16-Apr-18,Good product I like it
vivo v7,4,13-Jan-18,Its very nice. 4stars because back camera wpuld have been still better
vivo v7,5,21-Mar-18,Good phone.... suggesting to buy this phone
vivo v7,4,06-Mar-18,I am using this phone for almost 2 months now. Camera is very good.
vivo v7,5,26-Jan-18,I received before except date the mobile was very excellent
vivo v7,3,27-Jan-18,Packaging is very bad .improve it
vivo v7,4,20-Mar-18,"Liked the product..Got it for 12,200 only in exchange"
vivo v7,5,02-Feb-18,Good phone. It's a best phone
vivo v7,5,24-Feb-18,Vrry nice phone at this price..loved it
vivo v7,5,25-Mar-18,Excellent in all
vivo v7,5,09-Jan-18,Grt phone
vivo v7,5,10-Mar-18,Excellent phone at this price.
vivo v7,5,15-Jan-18,Absolutely nice device..
vivo v7,5,03-Feb-18,Super phone nice camera
vivo v7,5,02-Mar-18,Killer performance.
vivo v7,2,28-Feb-18,Battery backup is not good
vivo v7,5,21-Jan-18,Perfect phone
vivo v7,5,25-Jan-18,I didn't not received book my show coupins
vivo v7,5,07-Feb-18,Amzing phone I have ever bought.. I love it
vivo v7,2,04-Jan-18,Does not support HD video calls for Jio . Not mentioned in the specs. Could have specified in specs so that people are aware and make a decision to buy.
vivo v7,5,13-Mar-18,Very good phone @ this price range.
vivo v7,5,13-Feb-18,Nice phone to buy under 12k on exchange
vivo v7,3,31-Jan-18,Battery back up is not good.
vivo v7,5,16-Apr-18,one of the best mobile of recent time .
vivo v7,5,18-May-18,"Vivo V7 is fabulous phone....
Camera clarity is awesome specially front camera and thanks for Amazon courier service"
vivo v7,5,12-Jan-18,Very nice mobile ... Super
vivo v7,2,25-Jan-18,I will fell bad product
vivo v7,4,06-Feb-18,Rear Camera could have been better. Pixels are visible
vivo v7,4,03-Feb-18,Selfie camera super. No weight phone looking super
vivo v7,4,12-Feb-18,Hi I want replacement this phone colour is not good
vivo v7,5,20-Apr-18,Awesome mobile of this range
vivo v7,1,19-May-18, brought this product on 17th May but charger was missing i tried to replacement but they said it will take 5days after returning the product
vivo v7,5,30-Jan-18,excellent
vivo v7,5,13-Jan-18,Super
vivo v7,2,03-Mar-18,Ordered gold but received silver
vivo v7,4,20-Mar-18,"Nice
"
vivo v7,3,19-Jan-18,Very nice
vivo v7,5,19-Jan-18,Gud one vivo v7 mobile ...i love it... But one problem is there battery backup it's come s for 1 day only…
vivo v7,5,07-Jun-18,I got this fone n m damn glad tht I bought it.. I mus tell it's an osm fone to b used... Gudlukng classy..worth it... Loved it.. Thank-you soo much amazon
vivo v7,3,04-Jan-18,"kBattery backup is not good, if we r capturing photo after click we have to waited for 2second , if not photo will be blurr"
